update_steps,test_returned_episode_lengths,returned_episode_lengths,_timestamp,returned_episode_returns,_runtime,env_step,returned_episode,qvals,test_returned_episode_returns,loss,returned_won_episode,test_returned_won_episode,grad_steps,_step,test_returned_episode
178,16.191984176635742,30.822917938232422,1746180928.6618896,0.15768450498580933,108.699356278,273408.0,0.014322916977107525,0.3963170647621155,0.001934628700837493,0.07165152579545975,0.0,0.0,1176,177,1.0000001192092896
181,16.191984176635742,31.229167938232422,1746180929.8510346,0.15308496356010437,109.888483598,278016.0,0.014322916977107525,0.4051268696784973,0.001934628700837493,0.05321921408176422,0.0,0.0,1200,180,1.0000001192092896
184,16.191984176635742,31.25,1746180931.0456395,0.16938862204551697,111.083129953,282624.0,0.01497395895421505,0.4385218024253845,0.001934628700837493,0.06413629651069641,0.0,0.0,1224,183,1.0000001192092896
189,16.191984176635742,30.662761688232422,1746180933.0271616,0.16733011603355408,113.064618365,290304.0,0.01497395895421505,0.43642133474349976,0.001934628700837493,0.06377273797988892,0.0,0.0,1264,188,1.0000001192092896
190,16.191984176635742,31.78645896911621,1746180933.4232407,0.18084320425987244,113.460693247,291840.0,0.014322916977107525,0.43670257925987244,0.001934628700837493,0.061783596873283386,0.0,0.0,1272,189,1.0000001192092896
191,16.191984176635742,31.83984375,1746180933.8194644,0.17332206666469574,113.856981121,293376.0,0.015625,0.43657007813453674,0.001934628700837493,0.0626382976770401,0.0,0.0,1280,190,1.0000001192092896
204,16.191984176635742,31.729167938232422,1746180938.9704862,0.16261842846870422,119.007992251,313344.0,0.013671875,0.24128562211990356,0.001934628700837493,0.18656864762306213,0.0,0.0,1384,203,1.0000001192092896
214,16.191984176635742,30.75130271911621,1746180942.9365294,0.15829502046108246,122.97397375,328704.0,0.015625,0.2559112310409546,0.001934628700837493,0.4147207736968994,0.0,0.0,1464,213,1.0000001192092896
229,16.191984176635742,31.14583396911621,1746180948.8826468,0.1630186140537262,128.920117978,351744.0,0.013671875,0.3075745701789856,0.001934628700837493,0.3555815517902374,0.0,0.0,1584,228,1.0000001192092896
231,16.191984176635742,31.18880271911621,1746180949.674975,0.17623913288116455,129.712432873,354816.0,0.01497395895421505,0.2945750951766968,0.001934628700837493,0.3174371123313904,0.0,0.0,1600,230,1.0000001192092896
248,16.191984176635742,31.295574188232422,1746180956.4180984,0.21446387469768524,136.455548641,380928.0,0.015625,0.3684079051017761,0.001934628700837493,0.20432835817337036,0.0,0.0,1736,247,1.0000001192092896
251,16.191984176635742,31.26953125,1746180957.6082456,0.1914137601852417,137.645717548,385536.0,0.013671875,0.341855525970459,0.001934628700837493,0.19237563014030457,0.0,0.0,1760,250,1.0000001192092896
269,16.191984176635742,31.358074188232422,1746180964.7409472,0.23281030356884003,144.778431856,413184.0,0.015625,0.3808392286300659,0.001934628700837493,0.4433245360851288,0.0,0.0,1904,268,1.0000001192092896
295,16.191984176635742,31.73958396911621,1746180975.0537982,0.22317320108413696,155.091237712,453120.0,0.01497395895421505,0.4521520733833313,0.001934628700837493,0.5637211799621582,0.0,0.0,2112,294,1.0000001192092896
319,16.191984176635742,31.20703125,1746180984.567754,0.219855397939682,164.605222886,489984.0,0.01497395895421505,0.3980441391468048,0.001934628700837493,0.3205411434173584,0.0,0.0,2304,318,1.0000001192092896
